"No.","Time","Source","Destination","Protocol","Length","Info"
"20","0.005341129","127.0.0.1","127.0.0.1","TCP","66","52252  >  8091 [ACK] Seq=131 Ack=101 Win=65536 Len=0 TSval=179383608 TSecr=179383608"
"21","0.005371740","127.0.0.1","127.0.0.1","TCP","66","46012  >  8093 [ACK] Seq=108 Ack=101 Win=65536 Len=0 TSval=179383608 TSecr=179383608"
"22","0.005771037","127.0.0.1","127.0.0.1","TCP","74","52268  >  8091 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383609 TSecr=0 WS=128"
"23","0.005789131","127.0.0.1","127.0.0.1","TCP","74","8091  >  52268 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383609 TSecr=179383609 WS=128"
"24","0.005805858","127.0.0.1","127.0.0.1","TCP","66","52268  >  8091 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383609 TSecr=179383609"
"25","0.005979929","127.0.0.1","127.0.0.1","HTTP","196","POST / HTTP/1.1 "
"26","0.005992082","127.0.0.1","127.0.0.1","TCP","66","8091  >  52268 [ACK] Seq=1 Ack=131 Win=65408 Len=0 TSval=179383609 TSecr=179383609"
"27","0.006494884","127.0.0.1","127.0.0.1","HTTP","166","HTTP/1.1 200 OK "
"28","0.006509953","127.0.0.1","127.0.0.1","TCP","66","52268  >  8091 [ACK] Seq=131 Ack=101 Win=65536 Len=0 TSval=179383609 TSecr=179383609"
"29","0.006558781","127.0.0.1","127.0.0.1","TCP","74","60914  >  8092 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383609 TSecr=0 WS=128"
"30","0.006578094","127.0.0.1","127.0.0.1","TCP","74","8092  >  60914 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383609 TSecr=179383609 WS=128"
"31","0.006596044","127.0.0.1","127.0.0.1","TCP","66","60914  >  8092 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383609 TSecr=179383609"
"32","0.006760466","127.0.0.1","127.0.0.1","HTTP","173","POST / HTTP/1.1 "
"33","0.006772694","127.0.0.1","127.0.0.1","TCP","66","8092  >  60914 [ACK] Seq=1 Ack=108 Win=65408 Len=0 TSval=179383610 TSecr=179383610"
"34","0.007338791","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"35","0.007354387","127.0.0.1","127.0.0.1","TCP","66","60914  >  8092 [ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383610 TSecr=179383610"
"36","0.007420166","127.0.0.1","127.0.0.1","TCP","74","52280  >  8091 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383610 TSecr=0 WS=128"
"37","0.007442383","127.0.0.1","127.0.0.1","TCP","74","8091  >  52280 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383610 TSecr=179383610 WS=128"
"38","0.007461743","127.0.0.1","127.0.0.1","TCP","66","52280  >  8091 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383610 TSecr=179383610"
"39","0.007595235","127.0.0.1","127.0.0.1","TCP","74","46026  >  8093 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383610 TSecr=0 WS=128"
"40","0.007613587","127.0.0.1","127.0.0.1","TCP","74","8093  >  46026 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383610 TSecr=179383610 WS=128"
"41","0.007615725","127.0.0.1","127.0.0.1","HTTP","196","POST / HTTP/1.1 "
"42","0.007630828","127.0.0.1","127.0.0.1","TCP","66","46026  >  8093 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383610 TSecr=179383610"
"43","0.007632171","127.0.0.1","127.0.0.1","TCP","66","8091  >  52280 [ACK] Seq=1 Ack=131 Win=65408 Len=0 TSval=179383610 TSecr=179383610"
"44","0.007858362","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"45","0.007879029","127.0.0.1","127.0.0.1","TCP","66","52280  >  8091 [ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383611 TSecr=179383611"
"46","0.007921200","127.0.0.1","127.0.0.1","HTTP","173","POST / HTTP/1.1 "
"47","0.007938489","127.0.0.1","127.0.0.1","TCP","66","8093  >  46026 [ACK] Seq=1 Ack=108 Win=65408 Len=0 TSval=179383611 TSecr=179383611"
"48","0.008281380","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"49","0.008298760","127.0.0.1","127.0.0.1","TCP","66","46026  >  8093 [ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383611 TSecr=179383611"
"50","0.008355525","127.0.0.1","127.0.0.1","TCP","74","52296  >  8091 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383611 TSecr=0 WS=128"
"51","0.008372742","127.0.0.1","127.0.0.1","TCP","74","8091  >  52296 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383611 TSecr=179383611 WS=128"
"52","0.008387115","127.0.0.1","127.0.0.1","TCP","66","52296  >  8091 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383611 TSecr=179383611"
"53","0.008509401","127.0.0.1","127.0.0.1","HTTP","196","POST / HTTP/1.1 "
"54","0.008520576","127.0.0.1","127.0.0.1","TCP","66","8091  >  52296 [ACK] Seq=1 Ack=131 Win=65408 Len=0 TSval=179383611 TSecr=179383611"
"55","0.008852501","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"56","0.008869978","127.0.0.1","127.0.0.1","TCP","66","52296  >  8091 [ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383612 TSecr=179383612"
"57","0.008943699","127.0.0.1","127.0.0.1","TCP","74","60924  >  8092 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383612 TSecr=0 WS=128"
"58","0.008962373","127.0.0.1","127.0.0.1","TCP","74","8092  >  60924 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383612 TSecr=179383612 WS=128"
"59","0.008980510","127.0.0.1","127.0.0.1","TCP","66","60924  >  8092 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383612 TSecr=179383612"
"60","0.009117206","127.0.0.1","127.0.0.1","HTTP","173","POST / HTTP/1.1 "
"61","0.009129123","127.0.0.1","127.0.0.1","TCP","66","8092  >  60924 [ACK] Seq=1 Ack=108 Win=65408 Len=0 TSval=179383612 TSecr=179383612"
"62","0.009474073","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"63","0.009497018","127.0.0.1","127.0.0.1","TCP","66","60924  >  8092 [ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383612 TSecr=179383612"
"64","0.009593868","127.0.0.1","127.0.0.1","TCP","74","52310  >  8091 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383612 TSecr=0 WS=128"
"65","0.009612264","127.0.0.1","127.0.0.1","TCP","74","8091  >  52310 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383612 TSecr=179383612 WS=128"
"66","0.009629730","127.0.0.1","127.0.0.1","TCP","66","52310  >  8091 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383612 TSecr=179383612"
"67","0.009727268","127.0.0.1","127.0.0.1","TCP","74","46038  >  8093 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383612 TSecr=0 WS=128"
"68","0.009743600","127.0.0.1","127.0.0.1","TCP","74","8093  >  46038 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383613 TSecr=179383612 WS=128"
"69","0.009759121","127.0.0.1","127.0.0.1","TCP","66","46038  >  8093 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383613 TSecr=179383613"
"70","0.009763251","127.0.0.1","127.0.0.1","HTTP","196","POST / HTTP/1.1 "
"71","0.009775292","127.0.0.1","127.0.0.1","TCP","66","8091  >  52310 [ACK] Seq=1 Ack=131 Win=65408 Len=0 TSval=179383613 TSecr=179383613"
"72","0.009902357","127.0.0.1","127.0.0.1","HTTP","173","POST / HTTP/1.1 "
"73","0.009913509","127.0.0.1","127.0.0.1","TCP","66","8093  >  46038 [ACK] Seq=1 Ack=108 Win=65408 Len=0 TSval=179383613 TSecr=179383613"
"74","0.010069880","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"75","0.010091235","127.0.0.1","127.0.0.1","TCP","66","52310  >  8091 [ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383613 TSecr=179383613"
"76","0.010477049","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"77","0.010494971","127.0.0.1","127.0.0.1","TCP","66","46038  >  8093 [ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383613 TSecr=179383613"
"78","0.010632381","127.0.0.1","127.0.0.1","TCP","74","52326  >  8091 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383613 TSecr=0 WS=128"
"79","0.010650253","127.0.0.1","127.0.0.1","TCP","74","8091  >  52326 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383613 TSecr=179383613 WS=128"
"80","0.010668055","127.0.0.1","127.0.0.1","TCP","66","52326  >  8091 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383613 TSecr=179383613"
"81","0.010792620","127.0.0.1","127.0.0.1","HTTP","196","POST / HTTP/1.1 "
"82","0.010804618","127.0.0.1","127.0.0.1","TCP","66","8091  >  52326 [ACK] Seq=1 Ack=131 Win=65408 Len=0 TSval=179383614 TSecr=179383614"
"83","0.011042504","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"84","0.011055857","127.0.0.1","127.0.0.1","TCP","66","52326  >  8091 [ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383614 TSecr=179383614"
"85","0.011189073","127.0.0.1","127.0.0.1","TCP","74","60936  >  8092 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383614 TSecr=0 WS=128"
"86","0.011207183","127.0.0.1","127.0.0.1","TCP","74","8092  >  60936 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383614 TSecr=179383614 WS=128"
"87","0.011224346","127.0.0.1","127.0.0.1","TCP","66","60936  >  8092 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383614 TSecr=179383614"
"88","0.011351181","127.0.0.1","127.0.0.1","HTTP","173","POST / HTTP/1.1 "
"89","0.011363066","127.0.0.1","127.0.0.1","TCP","66","8092  >  60936 [ACK] Seq=1 Ack=108 Win=65408 Len=0 TSval=179383614 TSecr=179383614"
"90","0.012012390","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"91","0.012032022","127.0.0.1","127.0.0.1","TCP","66","60936  >  8092 [ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383615 TSecr=179383615"
"92","0.012104873","127.0.0.1","127.0.0.1","TCP","74","52340  >  8091 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383615 TSecr=0 WS=128"
"93","0.012122234","127.0.0.1","127.0.0.1","TCP","74","8091  >  52340 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383615 TSecr=179383615 WS=128"
"94","0.012138581","127.0.0.1","127.0.0.1","TCP","66","52340  >  8091 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383615 TSecr=179383615"
"95","0.012261580","127.0.0.1","127.0.0.1","HTTP","196","POST / HTTP/1.1 "
"96","0.012265848","127.0.0.1","127.0.0.1","TCP","74","46048  >  8093 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383615 TSecr=0 WS=128"
"97","0.012273501","127.0.0.1","127.0.0.1","TCP","66","8091  >  52340 [ACK] Seq=1 Ack=131 Win=65408 Len=0 TSval=179383615 TSecr=179383615"
"98","0.012278629","127.0.0.1","127.0.0.1","TCP","74","8093  >  46048 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383615 TSecr=179383615 WS=128"
"99","0.012289809","127.0.0.1","127.0.0.1","TCP","66","46048  >  8093 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383615 TSecr=179383615"
"100","0.012456040","127.0.0.1","127.0.0.1","HTTP","173","POST / HTTP/1.1 "
"101","0.012471902","127.0.0.1","127.0.0.1","TCP","66","8093  >  46048 [ACK] Seq=1 Ack=108 Win=65408 Len=0 TSval=179383615 TSecr=179383615"
"102","0.012676268","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"103","0.012695085","127.0.0.1","127.0.0.1","TCP","66","52340  >  8091 [ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383615 TSecr=179383615"
"104","0.012901860","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"105","0.012924610","127.0.0.1","127.0.0.1","TCP","66","46048  >  8093 [ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383616 TSecr=179383616"
"106","0.013113893","127.0.0.1","127.0.0.1","TCP","74","52348  >  8091 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383616 TSecr=0 WS=128"
"107","0.013130520","127.0.0.1","127.0.0.1","TCP","74","8091  >  52348 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383616 TSecr=179383616 WS=128"
"108","0.013169878","127.0.0.1","127.0.0.1","TCP","66","52348  >  8091 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383616 TSecr=179383616"
"109","0.013426322","127.0.0.1","127.0.0.1","HTTP","196","POST / HTTP/1.1 "
"110","0.013441675","127.0.0.1","127.0.0.1","TCP","66","8091  >  52348 [ACK] Seq=1 Ack=131 Win=65408 Len=0 TSval=179383616 TSecr=179383616"
"111","0.016881515","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"112","0.016900568","127.0.0.1","127.0.0.1","TCP","66","52348  >  8091 [ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383620 TSecr=179383620"
"113","0.017133370","127.0.0.1","127.0.0.1","TCP","74","60940  >  8092 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383620 TSecr=0 WS=128"
"114","0.017148568","127.0.0.1","127.0.0.1","TCP","74","8092  >  60940 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383620 TSecr=179383620 WS=128"
"115","0.017163445","127.0.0.1","127.0.0.1","TCP","66","60940  >  8092 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383620 TSecr=179383620"
"116","0.017284851","127.0.0.1","127.0.0.1","HTTP","173","POST / HTTP/1.1 "
"117","0.017295829","127.0.0.1","127.0.0.1","TCP","66","8092  >  60940 [ACK] Seq=1 Ack=108 Win=65408 Len=0 TSval=179383620 TSecr=179383620"
"118","0.017647276","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"119","0.017662321","127.0.0.1","127.0.0.1","TCP","66","60940  >  8092 [ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383620 TSecr=179383620"
"120","0.017785752","127.0.0.1","127.0.0.1","TCP","74","52362  >  8091 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383621 TSecr=0 WS=128"
"121","0.017799214","127.0.0.1","127.0.0.1","TCP","74","8091  >  52362 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383621 TSecr=179383621 WS=128"
"122","0.017846512","127.0.0.1","127.0.0.1","TCP","66","52362  >  8091 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383621 TSecr=179383621"
"123","0.017900331","127.0.0.1","127.0.0.1","TCP","74","46050  >  8093 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383621 TSecr=0 WS=128"
"124","0.017918591","127.0.0.1","127.0.0.1","TCP","74","8093  >  46050 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383621 TSecr=179383621 WS=128"
"125","0.017935734","127.0.0.1","127.0.0.1","TCP","66","46050  >  8093 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383621 TSecr=179383621"
"126","0.018057111","127.0.0.1","127.0.0.1","HTTP","173","POST / HTTP/1.1 "
"127","0.018065827","127.0.0.1","127.0.0.1","TCP","66","8093  >  46050 [ACK] Seq=1 Ack=108 Win=65408 Len=0 TSval=179383621 TSecr=179383621"
"128","0.018332048","127.0.0.1","127.0.0.1","HTTP","196","POST / HTTP/1.1 "
"129","0.018348804","127.0.0.1","127.0.0.1","TCP","66","8091  >  52362 [ACK] Seq=1 Ack=131 Win=65408 Len=0 TSval=179383621 TSecr=179383621"
"130","0.018411017","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"131","0.018422182","127.0.0.1","127.0.0.1","TCP","66","46050  >  8093 [ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383621 TSecr=179383621"
"132","0.018541428","127.0.0.1","127.0.0.1","TCP","74","52370  >  8091 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383621 TSecr=0 WS=128"
"133","0.018556493","127.0.0.1","127.0.0.1","TCP","74","8091  >  52370 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383621 TSecr=179383621 WS=128"
"134","0.018571129","127.0.0.1","127.0.0.1","TCP","66","52370  >  8091 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383621 TSecr=179383621"
"135","0.018677271","127.0.0.1","127.0.0.1","HTTP","196","POST / HTTP/1.1 "
"136","0.018686901","127.0.0.1","127.0.0.1","TCP","66","8091  >  52370 [ACK] Seq=1 Ack=131 Win=65408 Len=0 TSval=179383621 TSecr=179383621"
"137","0.019232883","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"138","0.019255319","127.0.0.1","127.0.0.1","TCP","66","52362  >  8091 [ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383622 TSecr=179383622"
"139","0.019570566","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"140","0.019588699","127.0.0.1","127.0.0.1","TCP","66","52370  >  8091 [ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383622 TSecr=179383622"
"141","0.019666946","127.0.0.1","127.0.0.1","TCP","74","60942  >  8092 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383622 TSecr=0 WS=128"
"142","0.019684527","127.0.0.1","127.0.0.1","TCP","74","8092  >  60942 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383622 TSecr=179383622 WS=128"
"143","0.019701209","127.0.0.1","127.0.0.1","TCP","66","60942  >  8092 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383622 TSecr=179383622"
"144","0.019817050","127.0.0.1","127.0.0.1","HTTP","173","POST / HTTP/1.1 "
"145","0.019829030","127.0.0.1","127.0.0.1","TCP","66","8092  >  60942 [ACK] Seq=1 Ack=108 Win=65408 Len=0 TSval=179383623 TSecr=179383623"
"146","0.020289096","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"147","0.020313118","127.0.0.1","127.0.0.1","TCP","66","60942  >  8092 [ACK] Seq=108 Ack=92 Win=65536 Len=0 TSval=179383623 TSecr=179383623"
"148","0.020471676","127.0.0.1","127.0.0.1","TCP","74","52376  >  8091 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383623 TSecr=0 WS=128"
"149","0.020492957","127.0.0.1","127.0.0.1","TCP","74","8091  >  52376 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383623 TSecr=179383623 WS=128"
"150","0.020511644","127.0.0.1","127.0.0.1","TCP","66","52376  >  8091 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383623 TSecr=179383623"
"151","0.020639167","127.0.0.1","127.0.0.1","HTTP","195","POST / HTTP/1.1 "
"152","0.020652827","127.0.0.1","127.0.0.1","TCP","66","8091  >  52376 [ACK] Seq=1 Ack=130 Win=65408 Len=0 TSval=179383623 TSecr=179383623"
"153","0.020836783","127.0.0.1","127.0.0.1","HTTP","157","HTTP/1.1 200 OK "
"154","0.020853528","127.0.0.1","127.0.0.1","TCP","66","52376  >  8091 [ACK] Seq=130 Ack=92 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"155","0.020938261","127.0.0.1","127.0.0.1","TCP","66","52376  >  8091 [FIN, ACK] Seq=130 Ack=92 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"156","0.020967298","127.0.0.1","127.0.0.1","TCP","66","52362  >  8091 [FIN, ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383624 TSecr=179383622"
"157","0.021047796","127.0.0.1","127.0.0.1","TCP","66","8091  >  52376 [FIN, ACK] Seq=92 Ack=131 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"158","0.021074668","127.0.0.1","127.0.0.1","TCP","66","52376  >  8091 [ACK] Seq=131 Ack=93 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"159","0.021082209","127.0.0.1","127.0.0.1","TCP","74","46056  >  8093 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=179383624 TSecr=0 WS=128"
"160","0.021088047","127.0.0.1","127.0.0.1","TCP","66","52340  >  8091 [FIN, ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383624 TSecr=179383615"
"161","0.021097711","127.0.0.1","127.0.0.1","TCP","74","8093  >  46056 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=179383624 TSecr=179383624 WS=128"
"162","0.021113351","127.0.0.1","127.0.0.1","TCP","66","46056  >  8093 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"163","0.021114098","127.0.0.1","127.0.0.1","TCP","66","52310  >  8091 [FIN, ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383624 TSecr=179383613"
"164","0.021135651","127.0.0.1","127.0.0.1","TCP","66","52280  >  8091 [FIN, ACK] Seq=131 Ack=92 Win=65536 Len=0 TSval=179383624 TSecr=179383611"
"165","0.021150635","127.0.0.1","127.0.0.1","TCP","66","8091  >  52362 [FIN, ACK] Seq=92 Ack=132 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"166","0.021157704","127.0.0.1","127.0.0.1","TCP","66","52252  >  8091 [FIN, ACK] Seq=131 Ack=101 Win=65536 Len=0 TSval=179383624 TSecr=179383608"
"167","0.021168294","127.0.0.1","127.0.0.1","TCP","66","52362  >  8091 [ACK] Seq=132 Ack=93 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"168","0.021227351","127.0.0.1","127.0.0.1","HTTP","173","POST / HTTP/1.1 "
"169","0.021237391","127.0.0.1","127.0.0.1","TCP","66","8093  >  46056 [ACK] Seq=1 Ack=108 Win=65408 Len=0 TSval=179383624 TSecr=179383624"
"170","0.021252886","127.0.0.1","127.0.0.1","TCP","66","8091  >  52340 [FIN, ACK] Seq=92 Ack=132 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"171","0.021269594","127.0.0.1","127.0.0.1","TCP","66","52340  >  8091 [ACK] Seq=132 Ack=93 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"172","0.021323150","127.0.0.1","127.0.0.1","TCP","66","8091  >  52310 [FIN, ACK] Seq=92 Ack=132 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"173","0.021339104","127.0.0.1","127.0.0.1","TCP","66","52310  >  8091 [ACK] Seq=132 Ack=93 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
"174","0.021519973","127.0.0.1","127.0.0.1","TCP","66","8091  >  52252 [FIN, ACK] Seq=101 Ack=132 Win=65536 Len=0 TSval=179383624 TSecr=179383624"
